N,P,K,temperature,humidity,pH,crop,Crop_N_kg_per_ha,Crop_P2O5_kg_per_ha,Crop_K2O_kg_per_ha,N_dosage_kg_per_ha,P2O5_dosage_kg_per_ha,K2O_dosage_kg_per_ha,Dosage_Notes,dosage
25,40,25,20,60.41,7,urad,15,30,15,20,40,20,Side-dressing (Light-medium feeder),"N: 20.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 20.00 kg/ha. Notes: Side-dressing (Light-medium feeder)"
89.07955480573607,76.49797706793093,45.17637318374469,29.54670249260788,78.68157612461103,5.664215678697989,banana,121.00709770705537,60.65024577,60.431119579884665,300,129.98776908121988,300,Standard Application,"N: 398.32 kg/ha, P2O5: 129.99 kg/ha, K2O: 589.62 kg/ha. Notes: Standard Application"
112.34922663964032,92.33761279168576,2.160552017714375,34.57057762174839,42.75900417442489,6.298964479425252,ginger,124.16541293566922,46.49651066403344,48.41620918356098,77.31479885191416,59.79413014524626,145.63971842831407,Standard Application,"N: 77.31 kg/ha, P2O5: 59.79 kg/ha, K2O: 145.64 kg/ha. Notes: Standard Application"
31,9,130,35,47.599,6.811,sugarcane,124.159,62.239,20,200,70,120,Standard Application,"N: 200.00 kg/ha, P2O5: 70.00 kg/ha, K2O: 120.00 kg/ha. Notes: Standard Application"
12.597526044987294,19.31156999,0,25.22308325168424,93.51313518918757,7.131162953968452,orange,119.82215199440564,57.62084659,53.73228277572117,300,150,300,Standard Application,"N: 321.85 kg/ha, P2O5: 164.80 kg/ha, K2O: 361.97 kg/ha. Notes: Standard Application"
95,55,40,15,60.41,6.5,wheat,120,60,40,120,60,40,Broadcasting (Medium feeder),"N: 120.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 40.00 kg/ha. Notes: Broadcasting (Medium feeder)"
65,41.421,99,27.522,47.599,6.525,pomegranate,167.052,75,48.518,250,125,250,Standard Application,"N: 250.00 kg/ha, P2O5: 125.00 kg/ha, K2O: 250.00 kg/ha. Notes: Standard Application"
135,70,125,20,60.41,7,sugarcane,180,60,120,200,70,120,Standard Application,"N: 200.00 kg/ha, P2O5: 70.00 kg/ha, K2O: 120.00 kg/ha. Notes: Standard Application"
33.339581445836195,46.14786281984343,22.97810360088212,30.00548478844038,60.29088108,6.571677761936805,tur,21.94577894563905,40.28313606855544,19.72314407,20,39.75860068898621,10,Standard Application,"N: 15.19 kg/ha, P2O5: 39.76 kg/ha, K2O: 0.00 kg/ha. Notes: Standard Application"
41.05549602240577,20.951234975077003,24.599935896698327,19.93538473,60.32057184066454,5.958716705553419,masoor,20.25348360098446,40.27130052532999,20.18044477,20,57.47712240305231,53.29089099510951,Standard Application,"N: 14.40 kg/ha, P2O5: 57.48 kg/ha, K2O: 53.29 kg/ha. Notes: Standard Application"
40,50,30,15,60.41,7,gram,20,40,20,20,60,40,Standard Application,"N: 20.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 40.00 kg/ha. Notes: Standard Application"
1.0842683317938473,39.570570696634405,57.99779357038157,24.81442938124629,75.20187976088368,5.767169952983188,banana,130.69899121264888,79.36921467708197,68.08193490430573,300,136.7250962,300,Standard Application,"N: 369.83 kg/ha, P2O5: 136.73 kg/ha, K2O: 654.63 kg/ha. Notes: Standard Application"
9,14,0,33.65,60.55,6.5,coffee,120,60,60,80,40,80,Standard Application,"N: 80.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 80.00 kg/ha. Notes: Standard Application"
150,60,80,20,60.41,6.5,sugarcane,180,60,120,200,70,120,Standard Application,"N: 200.00 kg/ha, P2O5: 70.00 kg/ha, K2O: 120.00 kg/ha. Notes: Standard Application"
125,50,65,25,60.41,6.5,cotton,120,60,60,120,60,60,Standard Application,"N: 120.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 60.00 kg/ha. Notes: Standard Application"
130.27913314992938,8.807149112135681,37.85379857262226,29.870176633059387,87.20273917348962,6.195754369437776,watermelon,93.41220318334211,61.17917885059464,65.23977287853378,30.79029728256323,25.19671511274188,10,Standard Application,"N: 30.79 kg/ha, P2O5: 25.20 kg/ha, K2O: 0.00 kg/ha. Notes: Standard Application"
110.62491563035952,35.60588293,0,33.23006150491552,61.00238516261694,5.681796170636027,cotton,85.52463842422502,39.886251684855786,56.92660507024071,150.88189545780955,71.27361796,10,Standard Application,"N: 150.88 kg/ha, P2O5: 71.27 kg/ha, K2O: 0.00 kg/ha. Notes: Standard Application"
40,30,20,35,60.41,6.5,jowar,80,40,40,80,40,40,Standard Application,"N: 80.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 40.00 kg/ha. Notes: Standard Application"
92.82967045043084,68.27516116658919,53.27896598493472,32.70188710457511,50.12765230798372,6.997358001789957,sugarcane,115.84207261529006,60.27925265071578,30.906880515358967,198.26922062072768,99.51734510431956,77.07257630804948,Standard Application,"N: 198.27 kg/ha, P2O5: 99.52 kg/ha, K2O: 77.07 kg/ha. Notes: Standard Application"
45.55302655751254,50.76219140770476,82.99330360123889,19.855836758509493,61.19071226797532,5.542261896413434,ginger,102.67754189546903,60.24473892155591,60.02172108824565,94.31786372948602,76.07132477194324,133.84804137755066,Standard Application,"N: 94.32 kg/ha, P2O5: 76.07 kg/ha, K2O: 133.85 kg/ha. Notes: Standard Application"
105.33937134793337,11.581552029744977,33.38243037592879,23.281726070710526,83.52488064320454,6.866002313144822,watermelon,100.99695133221846,59.318149691535645,61.64411350041151,59.01387881419595,25.760268483764136,10,Standard Application,"N: 59.01 kg/ha, P2O5: 25.76 kg/ha, K2O: 0.00 kg/ha. Notes: Standard Application"
60,62.668,72,26.248,75.375,5.806,mulberry,101.596,74.477,68.887,300,120,120,Standard Application,"N: 300.00 kg/ha, P2O5: 120.00 kg/ha, K2O: 120.00 kg/ha. Notes: Standard Application"
73.46322345479435,44.13072649505678,37.145693981507385,26.61528976741076,48.04031627915155,5.534200305765013,coconut,78.36216409269095,61.80825157814284,57.33096755002648,300,150,300,Standard Application,"N: 492.44 kg/ha, P2O5: 312.69 kg/ha, K2O: 1239.99 kg/ha. Notes: Standard Application"
115,45,70,30,60.41,7,cotton,120,60,60,120,60,60,Standard Application,"N: 120.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 60.00 kg/ha. Notes: Standard Application"
89.06755385549215,57.78084788633107,83.09509328344518,30.469371176592045,92.11264276630254,6.302090945786911,papaya,83.01555004604316,61.90512042417504,63.10752807,227.8745524,150,300,Standard Application,"N: 227.87 kg/ha, P2O5: 256.63 kg/ha, K2O: 480.03 kg/ha. Notes: Standard Application"
24.289595825313903,31.824722461118064,0,19.829180591261665,60.00450268202543,6.141461654086321,urad,0,32.245076895000246,14.49079934731606,20,40,20,Side-dressing (Light-medium feeder),"N: 20.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 20.00 kg/ha. Notes: Side-dressing (Light-medium feeder)"
118,18,52,28.04943594,90.83130708,6.562832807,muskmelon,100,60,60,80,40,60,Standard Application,"N: 80.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 60.00 kg/ha. Notes: Standard Application"
63,36.648,55,32.822,59.133,6.863,lentil,116.959,65.959,62.61,30,60,30,Standard Application,"N: 30.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 30.00 kg/ha. Notes: Standard Application"
117,82,45,25.29391516,79.29122198,5.614471478,banana,120,60,60,300,130,300,Standard Application,"N: 400.00 kg/ha, P2O5: 130.00 kg/ha, K2O: 600.00 kg/ha. Notes: Standard Application"
150,75,70,35,60.41,8,sugarcane,180,60,120,200,70,120,Standard Application,"N: 200.00 kg/ha, P2O5: 70.00 kg/ha, K2O: 120.00 kg/ha. Notes: Standard Application"
0,19.32386614930973,0,24.61662405657196,88.56369571305804,6.542230202488894,coconut,126.09980977272468,59.18274005450088,58.78548702,300,150,300,Standard Application,"N: 488.60 kg/ha, P2O5: 332.42 kg/ha, K2O: 1398.91 kg/ha. Notes: Standard Application"
66.55300929469843,24.55438664153774,53.64655108363699,29.7721515,60.86395032230984,7.063107457782485,jowar,82.67524454,40.20285886136289,42.700992608162274,78.98418787126052,32.59678820258025,61.33296925929447,Standard Application,"N: 78.98 kg/ha, P2O5: 32.60 kg/ha, K2O: 61.33 kg/ha. Notes: Standard Application"
125,18,61,28.76,60.41,6.3,mulberry,100,60,60,300,120,120,Standard Application,"N: 300.00 kg/ha, P2O5: 120.00 kg/ha, K2O: 120.00 kg/ha. Notes: Standard Application"
57.90852358610693,62.48158265769028,0,29.112085421081385,66.40971567425451,8.570213346650148,mothbeans,19.395872856689262,32.603357427288614,16.511833201655158,26.06385744764624,39.872449551894334,14.711397194256534,Standard Application,"N: 26.06 kg/ha, P2O5: 39.87 kg/ha, K2O: 14.71 kg/ha. Notes: Standard Application"
91.15254235200476,21.389609614144504,51.379441071832375,28.889108197249165,91.61360384729556,6.794247868137817,muskmelon,98.38898598323152,60.61543611184327,59.01620161380982,69.80625872109593,39.87957877506553,61.12707970016681,Standard Application,"N: 69.81 kg/ha, P2O5: 39.88 kg/ha, K2O: 61.13 kg/ha. Notes: Standard Application"
109.44885195864292,93.31712715288552,53.95064425,28.774832369972987,74.88856208207896,5.845538026072538,banana,118.10159799321252,61.60669187779298,50.38875628243343,300,141.31004835447408,300,Standard Application,"N: 407.93 kg/ha, P2O5: 141.31 kg/ha, K2O: 684.65 kg/ha. Notes: Standard Application"
89.55702050844731,77.83426602562025,86.27722775206163,32.89168297883552,49.07998758483488,6.223276558883598,blackgram,87.03099038518926,63.01421852383042,45.77512142298906,20,46.93100680332383,25.136083519400888,Standard Application,"N: 16.42 kg/ha, P2O5: 46.93 kg/ha, K2O: 25.14 kg/ha. Notes: Standard Application"
40,85,1,23.202,63.813,6.945,pomegranate,60.377,59.06,98.194,250,125,250,Standard Application,"N: 250.00 kg/ha, P2O5: 125.00 kg/ha, K2O: 250.00 kg/ha. Notes: Standard Application"
79,81.098,54,27.873,79.498,5.535,cotton,147.179,58.32,48.08,120,60,60,Standard Application,"N: 120.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 60.00 kg/ha. Notes: Standard Application"
61.06268100268464,30.125016131870453,29.349350762626795,24.53533584497133,61.229876007566766,5.993563357298624,moong,14.213980670674324,30.00518420381361,13.17733107,26.60346465136465,39.86540154387253,23.17892048088002,Standard Application,"N: 26.60 kg/ha, P2O5: 39.87 kg/ha, K2O: 23.18 kg/ha. Notes: Standard Application"
150,9,4,27.202,63.926,6.797,mango,50.784,51.202,82.126,250,150,250,Standard Application,"N: 250.00 kg/ha, P2O5: 150.00 kg/ha, K2O: 250.00 kg/ha. Notes: Standard Application"
9.905928591,25.323073002056702,3.045706716137726,21.01584842430539,59.65970264479596,6.2704394360015385,urad,8.922551445040245,34.38612890613198,25.98126246643272,20,40,20,Side-dressing (Light-medium feeder),"N: 20.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 20.00 kg/ha. Notes: Side-dressing (Light-medium feeder)"
1.820639615290605,60.26166332622843,11.398269535912194,19.014976322030183,20.74803865495465,5.930268334600367,kidneybeans,27.18680443361598,41.11204730783568,24.267323187908275,25,45,20,Side-dressing (Light-medium feeder),"N: 25.00 kg/ha, P2O5: 45.00 kg/ha, K2O: 20.00 kg/ha. Notes: Side-dressing (Light-medium feeder)"
40,30,25,30,60.41,6.5,tur,20,40,20,20,40,20,Standard Application,"N: 20.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 20.00 kg/ha. Notes: Standard Application"
70.84810337768805,24.745518139881263,21.76353190886117,36.16579353168946,65.08209926945787,6.115373195189376,jowar,71.31096946924745,39.94816730192369,40.67206922400759,117.14303400367324,41.94808477722423,85.53888159999764,Standard Application,"N: 117.14 kg/ha, P2O5: 41.95 kg/ha, K2O: 85.54 kg/ha. Notes: Standard Application"
2.275235939749104,22.68399994498725,53.16660035890136,30.85274144909182,40.243713898889006,6.435463707,mango,112.6900812,58.84203211420491,54.48085658090116,218.9725540752787,134.82829458776934,300,Standard Application,"N: 218.97 kg/ha, P2O5: 134.83 kg/ha, K2O: 346.94 kg/ha. Notes: Standard Application"
60.37640503007711,53.37790542841173,65.89228093,24.511379127300124,73.30971099,6.879776959923212,jute,101.94259292352156,59.438522549762205,48.73422931194334,51.39774090556426,36.08339309766399,188.5098643879402,Standard Application,"N: 51.40 kg/ha, P2O5: 36.08 kg/ha, K2O: 188.51 kg/ha. Notes: Standard Application"
78.04100250820204,95.64021903966704,6.727470382215291,33.67540078416627,60.09000584896378,6.715406312479573,coffee,121.31543388935492,43.44842849653667,39.13921797004156,85.45700871753688,36.58720560969971,156.40827148286326,Standard Application,"N: 85.46 kg/ha, P2O5: 36.59 kg/ha, K2O: 156.41 kg/ha. Notes: Standard Application"
69,67,52,27.71948962,94.43877142,6.827305908,papaya,100,60,60,250,150,300,Standard Application,"N: 250.00 kg/ha, P2O5: 250.00 kg/ha, K2O: 500.00 kg/ha. Notes: Standard Application"
35.49988669355477,31.48074327432085,38.51613825306719,25.56701210930665,52.42588933227034,6.742079275944784,soybean,20.94449386588456,46.39723225974871,27.901249709458817,20,50.91936592311378,10,Standard Application,"N: 17.28 kg/ha, P2O5: 50.92 kg/ha, K2O: 0.00 kg/ha. Notes: Standard Application"
84.91798324937865,52.864247492460414,24.48731990810864,26.220100202988952,58.49495606,6.002636470290545,wheat,112.69245806571988,61.241616226683824,31.54929442355641,120,60,40,Broadcasting (Medium feeder),"N: 120.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 40.00 kg/ha. Notes: Broadcasting (Medium feeder)"
8,42.175,74,35,55.917,7.04,jowar,175.931,49.03,55.927,80,40,40,Standard Application,"N: 80.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 40.00 kg/ha. Notes: Standard Application"
45,40,40,30,60.41,6,jowar,80,40,40,80,40,40,Standard Application,"N: 80.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 40.00 kg/ha. Notes: Standard Application"
149,76,137,28.76,60.41,5.4,mango,120,60,60,250,150,250,Standard Application,"N: 250.00 kg/ha, P2O5: 150.00 kg/ha, K2O: 250.00 kg/ha. Notes: Standard Application"
57.33562800250657,62.23007400096038,0,24.46662617,59.626333555956805,7.346044869283824,jowar,94.08639341,42.60782325071234,38.326150495788525,102.0974743705967,42.27204155063649,14.151569138347654,Standard Application,"N: 102.10 kg/ha, P2O5: 42.27 kg/ha, K2O: 14.15 kg/ha. Notes: Standard Application"
75,18.691,17,23.598,90.953,7.5,mungbean,103.134,56.23,85.443,20,40,20,Standard Application,"N: 20.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 20.00 kg/ha. Notes: Standard Application"
110,24,104,28.76,60.41,6.8,mulberry,100,60,60,300,120,120,Standard Application,"N: 300.00 kg/ha, P2O5: 120.00 kg/ha, K2O: 120.00 kg/ha. Notes: Standard Application"
41.42247223821664,18.06826430837977,191.0949959571109,28.708191608232465,53.52080257250753,4.971031269155078,spinach,117.83411166024696,58.01650224,55.06988853,140,60,60,Side-dressing (Heavy feeder),"N: 140.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 60.00 kg/ha. Notes: Side-dressing (Heavy feeder)"
30,20,40,20,60.41,5.5,turmeric,120,60,60,150,60,120,Standard Application,"N: 150.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 120.00 kg/ha. Notes: Standard Application"
32.279237034717355,64.50384376357844,57.91834691960937,18.148004667268204,19.630819820394656,5.243520624679969,kidneybeans,36.52313041737455,40.82116162542384,30.223617783691573,25,45,20,Side-dressing (Light-medium feeder),"N: 25.00 kg/ha, P2O5: 45.00 kg/ha, K2O: 20.00 kg/ha. Notes: Side-dressing (Light-medium feeder)"
133.90949653842267,26.80681197129925,82.74372165012186,28.361898952843497,55.22714721815868,6.046249987473657,spinach,77.46447131,54.25588689209951,84.46775216984771,140,60,60,Side-dressing (Heavy feeder),"N: 140.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 60.00 kg/ha. Notes: Side-dressing (Heavy feeder)"
125,80,135,30,60.41,6.5,sugarcane,180,60,120,200,70,120,Standard Application,"N: 200.00 kg/ha, P2O5: 70.00 kg/ha, K2O: 120.00 kg/ha. Notes: Standard Application"
30,55,40,25,60.41,6.5,groundnut,30,60,40,20,60,40,Standard Application,"N: 20.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 40.00 kg/ha. Notes: Standard Application"
175.75628093527158,69.11592604,120.31289937264762,18.16587169415781,51.500933457609534,7.107827637411167,grapes,71.29351428538969,58.55277677323888,87.86974726034114,62.79004447910685,20.545661059685138,33.167653198248395,Standard Application,"N: 62.79 kg/ha, P2O5: 20.55 kg/ha, K2O: 33.17 kg/ha. Notes: Standard Application"
26.02208498841076,46.90093073187519,0,24.54617835934075,80.45672068289353,6.167292440073903,jute,108.65021116317408,59.90005468479806,67.01498164858668,136.2331295952148,33.97546981320265,29.351912237072128,Standard Application,"N: 136.23 kg/ha, P2O5: 33.98 kg/ha, K2O: 29.35 kg/ha. Notes: Standard Application"
30,25,45,25,60.41,6,turmeric,120,60,60,150,60,120,Standard Application,"N: 150.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 120.00 kg/ha. Notes: Standard Application"
64.83745776726575,43.55472306003831,0,24.347639844558618,53.88514560081752,7.198841608,mothbeans,10.906820264620274,29.18805462888296,15.54566693528066,20,64.42383296705994,10,Standard Application,"N: 0.00 kg/ha, P2O5: 64.42 kg/ha, K2O: 6.97 kg/ha. Notes: Standard Application"
48,65,78,17.43732714,14.33847406,7.861128148,chickpea,114.26962312269764,57.27897421365826,62.18192122414282,20,60,40,Standard Application,"N: 20.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 40.00 kg/ha. Notes: Standard Application"
41.13457660885636,23.44927245302492,19.898618062409152,25.084734107410096,60.67369135366521,6.501436613936147,masoor,18.625388106644746,40.08371621779954,19.64472113464544,20.13667461973017,63.21416408627076,33.732135875762665,Standard Application,"N: 20.14 kg/ha, P2O5: 63.21 kg/ha, K2O: 33.73 kg/ha. Notes: Standard Application"
61,53,43,26.40323239,81.05635517,6.349606327,kangkong,150,60,60,150,60,60,Side-dressing / Drenching (Heavy feeder),"N: 150.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 60.00 kg/ha. Notes: Side-dressing / Drenching (Heavy feeder)"
44.39139540840996,34.08863576353036,53.35075156672528,16.75121027253011,63.78258995134888,5.683404056,gram,13.005044188087606,36.636167514150166,13.991783564350866,44.77473069238447,48.81040366,38.513798391816266,Standard Application,"N: 44.77 kg/ha, P2O5: 48.81 kg/ha, K2O: 38.51 kg/ha. Notes: Standard Application"
40,18,43,19.38603815,86.79058496,5.767372539,pomegranate,100,60,60,250,125,250,Standard Application,"N: 250.00 kg/ha, P2O5: 125.00 kg/ha, K2O: 250.00 kg/ha. Notes: Standard Application"
56.51647168165687,10.21298939027597,0,28.179999062160515,63.16897437576899,6.535705431037297,chickpea,126.51404146620396,54.54064550532938,31.31893408062305,35.04973960400317,61.96283166550133,10,Standard Application,"N: 35.05 kg/ha, P2O5: 61.96 kg/ha, K2O: 0.00 kg/ha. Notes: Standard Application"
122.98792085225378,51.53395415225064,0,29.001049616383124,71.94416879594803,6.547120344025481,jowar,153.00775813483594,62.26626491159438,49.971937384119656,82.02073618,38.31544135,10,Standard Application,"N: 82.02 kg/ha, P2O5: 38.32 kg/ha, K2O: 9.83 kg/ha. Notes: Standard Application"
17.68920789307258,32.11367283507196,0,19.19240779246345,65.81943212273212,5.735217355564701,gram,8.944219869,39.13790861912587,19.480452164508183,60.64999820919313,105.8437995,79.23712804084198,Standard Application,"N: 60.65 kg/ha, P2O5: 105.84 kg/ha, K2O: 79.24 kg/ha. Notes: Standard Application"
105,40,60,35,60.41,6,kangkong,150,60,60,150,60,60,Side-dressing / Drenching (Heavy feeder),"N: 150.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 60.00 kg/ha. Notes: Side-dressing / Drenching (Heavy feeder)"
18.03857461945144,20.45867823580944,74.43443672687039,18.22505296447005,72.51835002986698,5.801363441873452,turmeric,134.5453225306694,62.21770922,59.38013345572858,183.28195701576945,35.802515761687545,138.48001746037545,Standard Application,"N: 183.28 kg/ha, P2O5: 35.80 kg/ha, K2O: 138.48 kg/ha. Notes: Standard Application"
49.51959198454938,30.51239004,25.252947438590937,19.177151896477792,60.05444680908565,5.374904987120272,spinach,116.4630024084812,73.06529568418061,82.31800985,140,60,60,Side-dressing (Heavy feeder),"N: 140.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 60.00 kg/ha. Notes: Side-dressing (Heavy feeder)"
33.48267258907104,128.82914026262566,175.56585645247276,22.804859723115147,90.33804074080592,6.448145798247973,apple,125.01610450177768,55.96136123740432,48.94369819870152,149.7915489355642,75.96300715333167,218.8015853030874,Standard Application,"N: 149.79 kg/ha, P2O5: 75.96 kg/ha, K2O: 218.80 kg/ha. Notes: Standard Application"
40,0,3,23.66,48.21,6.5,coffee,120,60,60,80,40,80,Standard Application,"N: 80.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 80.00 kg/ha. Notes: Standard Application"
129,34,160,28.76,60.41,4.8,spinach,120,60,60,140,60,60,Side-dressing (Heavy feeder),"N: 140.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 60.00 kg/ha. Notes: Side-dressing (Heavy feeder)"
2.714867165665037,43.49760518,2.984322123395824,15.467101202410166,56.93044979989117,5.757521758208071,gram,26.117195390304985,34.390506042506814,21.46929849,20,43.71381260341629,36.39524957930359,Standard Application,"N: 2.53 kg/ha, P2O5: 43.71 kg/ha, K2O: 36.40 kg/ha. Notes: Standard Application"
150,69.064,30,18.323,70.795,6.71,muskmelon,173.345,58.728,20,80,40,60,Standard Application,"N: 80.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 60.00 kg/ha. Notes: Standard Application"
65.95666737309391,25.12818772368348,80.30497435908153,18.79108690683577,68.32400654822075,6.5917541372305095,kidneybeans,132.67792962529998,61.206459636694575,70.01192647167059,25,45,20,Side-dressing (Light-medium feeder),"N: 25.00 kg/ha, P2O5: 45.00 kg/ha, K2O: 20.00 kg/ha. Notes: Side-dressing (Light-medium feeder)"
115,80,65,30,60.41,8.5,cotton,120,60,60,120,60,60,Standard Application,"N: 120.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 60.00 kg/ha. Notes: Standard Application"
92,19.017,198,19.389,60.247,7.5,mothbeans,164.027,63.567,20,20,40,20,Standard Application,"N: 20.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 20.00 kg/ha. Notes: Standard Application"
13,28,33,28.130115,95.64807631,5.686972967,coconut,120,60,60,300,150,300,Standard Application,"N: 500.00 kg/ha, P2O5: 320.00 kg/ha, K2O: 1200.00 kg/ha. Notes: Standard Application"
140,64.39,87,22.157,67.266,7.351,orange,173.288,56.896,45.723,300,150,300,Standard Application,"N: 300.00 kg/ha, P2O5: 150.00 kg/ha, K2O: 300.00 kg/ha. Notes: Standard Application"
83.89920178578741,68.78633672,111.06414628094824,22.556007835713384,79.83324536003794,6.484284751926528,kangkong,111.4119509872835,73.37255930749886,98.70843120719704,150,60,60,Side-dressing / Drenching (Heavy feeder),"N: 150.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 60.00 kg/ha. Notes: Side-dressing / Drenching (Heavy feeder)"
50,35,25,25,60.41,6.5,soybean,25,50,25,25,60,40,Standard Application,"N: 25.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 40.00 kg/ha. Notes: Standard Application"
145,19,82,28.76,60.41,6.5,mulberry,100,60,60,300,120,120,Standard Application,"N: 300.00 kg/ha, P2O5: 120.00 kg/ha, K2O: 120.00 kg/ha. Notes: Standard Application"
59.31889934689995,59.99646597661177,46.60541917102516,34.401832609167265,60.97951397,5.360544589567383,ginger,120.5515968830354,57.02751063564215,56.11614298336272,107.5313875,93.17691228879828,15.463930372479808,Standard Application,"N: 107.53 kg/ha, P2O5: 93.18 kg/ha, K2O: 15.46 kg/ha. Notes: Standard Application"
114.53687315798192,72.59872979944632,348.7803139035308,29.294402046580213,56.30695446,5.122951808503822,ragi,71.37080788801374,38.670559535946815,45.11309472894448,87.50608249842176,51.45452442615794,10,Standard Application,"N: 87.51 kg/ha, P2O5: 51.45 kg/ha, K2O: 3.44 kg/ha. Notes: Standard Application"
24.136645835943867,45.51396448439243,0,33.57723871213606,66.01688677243898,6.111569155976606,groundnut,35.45978833922469,61.03171967204973,44.642080798648905,20,43.85317902,34.59566328217868,Standard Application,"N: 19.98 kg/ha, P2O5: 43.85 kg/ha, K2O: 34.60 kg/ha. Notes: Standard Application"
35.03923581915208,66.25120104642752,0,21.57633041308496,19.96127533422568,5.892167644001217,kidneybeans,28.45428731521955,37.01334108,25.49658597430276,25,45,20,Side-dressing (Light-medium feeder),"N: 25.00 kg/ha, P2O5: 45.00 kg/ha, K2O: 20.00 kg/ha. Notes: Side-dressing (Light-medium feeder)"
60.207004807223605,38.58604218814774,42.552942441262985,19.35292178454564,51.73297326532822,5.969818549629284,soybean,27.89075138535659,53.95010620861166,21.81236546207833,42.714361047844136,77.20077283771644,10,Standard Application,"N: 42.71 kg/ha, P2O5: 77.20 kg/ha, K2O: 0.00 kg/ha. Notes: Standard Application"
7,37,8,32.02,50.79,6.5,coffee,120,60,60,80,40,80,Standard Application,"N: 80.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 80.00 kg/ha. Notes: Standard Application"
44,60,55,34.2804607,90.55561637,6.825371185,papaya,100,60,60,250,150,300,Standard Application,"N: 250.00 kg/ha, P2O5: 250.00 kg/ha, K2O: 500.00 kg/ha. Notes: Standard Application"
100,60,125,30,60.41,7,grapes,100,60,60,60,40,80,Standard Application,"N: 60.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 80.00 kg/ha. Notes: Standard Application"
124.1243643883775,11.224913816890568,38.06357087417896,22.931415006443206,46.86248909609702,6.600277803960757,wheat,23.73951862596237,65.69450213667167,86.1479531,120,60,40,Broadcasting (Medium feeder),"N: 120.00 kg/ha, P2O5: 60.00 kg/ha, K2O: 40.00 kg/ha. Notes: Broadcasting (Medium feeder)"
0,54.44690145,5.766884299229652,32.12104735169589,58.95097345536822,7.937648675761042,groundnut,17.151419551592383,53.46133791152789,38.515967205064975,20,62.36446093278308,35.95672057292961,Standard Application,"N: 0.00 kg/ha, P2O5: 62.36 kg/ha, K2O: 35.96 kg/ha. Notes: Standard Application"
112.9519340439467,70.10192891632886,52.80202693883516,28.434186634427565,82.48336837930545,5.705231697289856,banana,123.50399906876372,60.73023429839514,61.15867671065698,300,128.33800121800954,300,Standard Application,"N: 394.43 kg/ha, P2O5: 128.34 kg/ha, K2O: 587.23 kg/ha. Notes: Standard Application"
10.906700427499178,54.375626976200365,20.03947324475753,28.33054409329096,59.57137330441077,6.562387831203594,groundnut,36.158905659274765,56.60667170567411,44.40831574964328,46.79286430659201,35.447383725996815,69.40300345,Standard Application,"N: 46.79 kg/ha, P2O5: 35.45 kg/ha, K2O: 69.40 kg/ha. Notes: Standard Application"
119,67,64,28.76,60.41,5.7,grapes,100,60,60,60,40,80,Standard Application,"N: 60.00 kg/ha, P2O5: 40.00 kg/ha, K2O: 80.00 kg/ha. Notes: Standard Application"
27.621372082357524,69.20840090513387,8.54391891,25.45903076602556,56.88400066907971,6.237022049182015,grapes,44.634915545920215,58.66430456021179,46.06128570270281,94.07946620856336,38.19571239013704,36.37853710501899,Standard Application,"N: 94.08 kg/ha, P2O5: 38.20 kg/ha, K2O: 36.38 kg/ha. Notes: Standard Application"
104.70573204364167,17.852536501835367,27.157519765731013,27.021313240770752,79.85481773689826,6.741569277701357,watermelon,89.70258864254053,57.61730232139548,60.99685547260383,75.71029949991942,42.421380382395554,43.26052817137578,Standard Application,"N: 75.71 kg/ha, P2O5: 42.42 kg/ha, K2O: 43.26 kg/ha. Notes: Standard Application"
